Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV31,OUT035,2747.1834357792895
FDR04,OUT035,1539.664327979269
FDR14,OUT049,871.7631373646193
DRC36,OUT010,455.8619179871909
FDE39,OUT019,293.8701393838861
FDP57,OUT049,1838.9478454335422
FDE57,OUT046,2282.360573934345
NCN18,OUT046,1860.5697480328213
NCQ05,OUT018,2201.4297115386266
FDW47,OUT035,1965.036846284498
FDV46,OUT035,2346.269807787525
NCP29,OUT045,973.1772660982306
FDE09,OUT018,1605.6779959919
NCU06,OUT027,6009.592748105648
FDT19,OUT010,438.95695434207516
DRF15,OUT017,2339.8300498886065
DRI51,OUT013,2744.3746875299476
NCX54,OUT013,1690.7117588115575
DRE01,OUT013,4178.545893142987
NCB07,OUT045,2957.5082149247996
FDU50,OUT035,1832.472281053823
FDG40,OUT035,560.4938178609824
FDW10,OUT018,2259.3842730699603
FDX51,OUT013,2989.263798168675
NCP17,OUT045,1078.5213912872914
FDP21,OUT035,3268.0019063451136
FDL04,OUT045,1736.2333526549871
FDV23,OUT013,2027.790950143457
FDF24,OUT046,1422.0859128429686
FDH56,OUT027,3171.9794939738667
FDB51,OUT049,990.8129156339703
FDI58,OUT027,2557.9341030158366
FDR20,OUT013,772.5623564642607
FDC51,OUT018,1634.2887551640868
FDB16,OUT027,2313.5109792374064
FDE40,OUT049,942.5461664489824
NCM17,OUT035,742.4963596753353
FDU56,OUT035,3175.6901278637097
FDS32,OUT019,338.6605154304381
FDX02,OUT049,3729.837533312141
FDT39,OUT027,3934.57901024726
FDE35,OUT017,937.4197112540185
NCI42,OUT019,651.8019791256345
DRL23,OUT046,1726.9470717468619
FDA10,OUT046,1913.906446474924
FDA11,OUT013,1482.6719514081115
NCM06,OUT046,2488.8777833803733
NCT05,OUT035,4280.193780555074
NCQ02,OUT010,512.2569481599284
NCY06,OUT049,2280.7022107737253
FDY56,OUT035,3986.7262478963903
FDL02,OUT035,1862.7391285352983
NCI06,OUT035,3075.9522380899803
FDQ14,OUT045,2387.9468290573113
FDQ12,OUT017,3737.2109221628407
FDP36,OUT046,883.720214903117
FDK21,OUT027,6505.362235732796
FDO40,OUT045,2373.3479393615585
NCK54,OUT019,293.5681721450542
FDY09,OUT018,2397.2133607195397
NCW30,OUT049,4431.290518739859
NCC55,OUT027,999.635925805431
FDE58,OUT018,1681.454491289392
FDR39,OUT013,2878.5729237882288
FDU28,OUT049,3090.968025787569
FDH08,OUT017,3488.3745920114184
FDG35,OUT045,2700.78890853168
FDG22,OUT049,537.407853142575
FDC34,OUT035,2810.3820512204634
FDP15,OUT018,3844.758521331319
FDK34,OUT010,602.9946294248077
FDU45,OUT035,1879.2570150146537
FDQ04,OUT027,981.1332295115122
FDX22,OUT018,2899.0235073275207
FDB45,OUT017,1714.6959773712192
NCH43,OUT027,5919.761190104162
DRE60,OUT046,3572.482195412522
FDD17,OUT027,6508.345307121545
NCM54,OUT017,2053.033819266616
NCH55,OUT013,2154.878310519319
NCT06,OUT017,2848.9456598728184
FDA48,OUT027,5908.820540736504
FDY58,OUT027,6043.739987381514
FDO25,OUT045,3438.3906190491907
FDN50,OUT045,1511.711109145178
FDH35,OUT035,2629.5736768594406
FDK09,OUT045,3695.736584866126
FDO16,OUT013,1393.01461154538
FDW11,OUT045,986.9147645669931
FDU47,OUT027,3738.7216345580805
NCQ42,OUT010,310.39219604175196
FDK55,OUT027,2488.6020174909972
FDN08,OUT049,1920.1675487143898
FDT57,OUT045,4101.795450878695
FDJ12,OUT018,2838.107805997812
DRL59,OUT017,856.7033123890951
NCN53,OUT046,580.2166150342995
FDO51,OUT010,103.89455452786383
FDK56,OUT017,3110.146622243559
FDY12,OUT035,859.5484894794456
FDU15,OUT035,624.0939754359588
FDQ19,OUT046,3985.1217955875227
DRF15,OUT045,2447.1140246708956
DRE25,OUT019,213.131376595535
FDK57,OUT018,1668.6376545537569
FDD33,OUT010,585.9588304819518
FDR34,OUT027,6129.961995311192
FDU04,OUT045,1812.3622933032384
FDE35,OUT019,140.0598008154835
NCD31,OUT035,2817.0642478257823
FDJ56,OUT035,1684.2329300368851
NCU53,OUT046,2769.4576621122906
FDD39,OUT035,3381.6785936260067
NCU17,OUT019,278.0690037389921
FDJ20,OUT046,2061.5873897733386
NCW41,OUT018,2240.8852787682868
FDL52,OUT035,708.8607104942103
FDS39,OUT035,2381.484997477161
DRJ47,OUT045,2731.8772434394195
FDP13,OUT010,95.15869528102004
DRK39,OUT010,190.03500490861927
FDF28,OUT010,308.47445860473556
FDB09,OUT045,1964.2553887723266
FDM51,OUT046,1644.5482632919895
DRM49,OUT018,570.7028375154342
DRF23,OUT013,2800.20552787462
DRH01,OUT035,2820.940021594073
FDH12,OUT027,2786.568611528204
FDA28,OUT019,300.8294305989064
FDW37,OUT018,1200.1779971321052
FDF02,OUT046,1797.5280504173375
DRL37,OUT046,676.3591201508692
NCF43,OUT046,2313.129985828856
FDH08,OUT010,586.8109946419406
FDR34,OUT019,570.8214890917702
NCK19,OUT049,3124.6953293559627
NCD55,OUT018,513.1494181177809
FDT27,OUT049,3715.2042368462326
FDQ57,OUT045,2195.6866134529755
FDA47,OUT035,2667.781099865325
DRG15,OUT027,1676.1395399024364
FDE05,OUT018,1999.0114013135176
FDN46,OUT046,1729.785558478076
FDX27,OUT027,2599.618466492927
FDT51,OUT045,1672.7960761352308
FDU33,OUT013,784.3936692920199
FDJ16,OUT027,1652.2458401438616
FDD20,OUT019,292.9802378486494
FDT36,OUT049,587.0159059697123
DRF15,OUT027,4014.210671315325
FDN52,OUT010,218.38994721910754
FDC22,OUT027,5344.657853948517
FDX15,OUT045,2686.581468469975
FDT13,OUT013,3188.9579396997387
FDU04,OUT017,1998.8457485523554
FDU31,OUT019,528.3237851950889
FDW59,OUT027,2279.957900599707
NCO29,OUT046,2627.319692846558
FDL15,OUT035,2489.8091338539907
FDI41,OUT049,2591.3170513144723
FDQ48,OUT049,1556.9729236396388
DRI39,OUT013,929.7609058185668
FDI08,OUT013,4151.791145022381
FDC21,OUT049,1865.2998798844887
FDF58,OUT035,1053.7380432141872
FDS08,OUT010,463.3416457261668
FDE47,OUT045,1874.7826137281554
NCP18,OUT019,373.4393864390799
NCR41,OUT013,1613.4450909627687
FDA27,OUT013,4069.259081475483
FDA43,OUT035,3136.6749519557698
FDA49,OUT045,1397.0993544096511
NCE55,OUT018,2513.702265360312
DRM49,OUT027,1124.8867588643639
FDF22,OUT027,5961.034841079801
FDQ15,OUT018,1165.8354909142702
NCS54,OUT017,3209.534004545721
NCY05,OUT013,597.5302719974421
FDR45,OUT046,3990.88675212222
FDK57,OUT049,2028.2456272006177
FDF41,OUT010,605.9865746036221
FDV21,OUT046,2171.26827151147
FDD51,OUT046,749.5496911841227
FDF33,OUT046,1848.031805326308
FDA38,OUT046,4158.580805581611
FDR56,OUT045,3224.9531541364477
NCN41,OUT017,2029.5977839477455
FDC60,OUT027,2330.836577764784
FDB47,OUT045,3166.8269359446363
DRH01,OUT013,2835.0387101763654
FDW08,OUT046,1721.8151676564316
FDF38,OUT027,1019.7112450104896
FDY32,OUT017,2679.2880702867697
FDG34,OUT049,1753.0724384831715
FDG47,OUT019,642.4350243169064
NCF18,OUT035,3148.2774384584777
FDL39,OUT019,488.18637065764494
NCH55,OUT035,2072.649032262648
DRJ35,OUT049,916.8920895700182
FDS44,OUT035,4008.170824530115
DRE01,OUT018,3502.6630808703144
FDY39,OUT013,3189.4491568901635
FDY32,OUT018,2209.1253735726555
FDR33,OUT027,2960.674986498506
NCP50,OUT049,1307.17782477641
FDZ47,OUT018,1360.0174214393676
FDU57,OUT049,2524.6403760152302
FDY44,OUT013,3242.762527659857
DRH59,OUT018,1033.540329374656
FDB03,OUT027,6533.9339419283515
FDY46,OUT045,2868.0368240111115
FDM39,OUT045,2653.17701228601
FDY36,OUT035,1260.8175748490726
NCM55,OUT035,3010.492590621421
FDJ50,OUT010,136.50822793271567
DRL60,OUT013,2464.745107477196
NCJ54,OUT049,3785.4448820534803
FDX59,OUT017,546.0698163363475
FDI07,OUT013,3135.1907359297884
DRF51,OUT010,92.98269586384639
FDM14,OUT017,1811.6827491800257
FDP21,OUT045,2847.7344337431396
FDE40,OUT035,1012.7784900301624
FDE05,OUT035,2407.8893361201417
FDM13,OUT027,3632.426525290254
FDC34,OUT027,4264.6502228934405
NCI55,OUT018,1703.1537714075723
NCE43,OUT018,2424.145887046012
FDW58,OUT018,1426.6532926040254
FDG60,OUT045,3619.0756701125238
FDV31,OUT017,2879.165966498179
FDR47,OUT013,3002.384567352926
FDM60,OUT019,94.04099852042138
NCF06,OUT018,3366.8992702159712
NCN26,OUT027,2993.8518469165692
FDQ59,OUT049,1379.385580189382
FDF09,OUT046,598.8148605115159
NCS06,OUT017,4568.737220287527
FDT44,OUT046,1956.936806131104
FDI19,OUT017,4014.1832813105502
FDT22,OUT017,976.5065667529525
NCF54,OUT027,4748.663866202812
DRG25,OUT045,3012.188271917672
FDB59,OUT017,3422.971096576782
FDQ37,OUT017,3410.03833091587
FDP56,OUT035,799.1519656286971
FDW44,OUT035,2725.1560455154495
FDJ26,OUT010,542.3199651846555
FDU43,OUT018,3219.671494254248
FDW33,OUT045,1645.5610933125577
NCX53,OUT027,3801.6382144219942
FDN56,OUT010,351.6999237736776
DRF15,OUT049,2554.3887171474457
FDO33,OUT017,1858.7085493908592
FDZ39,OUT010,256.68955382169105
NCJ19,OUT017,836.2312375376835
FDU01,OUT035,3106.783912171126
FDT12,OUT035,3794.6652587254366
NCM18,OUT018,842.7045201745926
FDP19,OUT017,2350.5220675117353
NCR42,OUT049,518.5464954381653
FDN10,OUT046,1861.2345481589123
FDG44,OUT017,914.0722442164749
FDQ10,OUT046,2777.7264564823863
DRH13,OUT049,1707.6495142396034
FDT52,OUT013,4219.323074005699
FDM56,OUT045,1648.271462494705
NCO43,OUT010,257.60786989239665
NCV29,OUT035,3012.824774161602
NCF06,OUT013,4404.396072448079
FDO50,OUT035,1498.3642611136772
FDT59,OUT013,3803.599914740206
FDX40,OUT027,941.7478534265068
FDE50,OUT017,3277.905829607434
FDX51,OUT017,3205.995051299866
NCD30,OUT018,1383.084486082332
FDK15,OUT013,1653.1231093322708
FDL12,OUT045,1017.2956699534332
FDK46,OUT017,4356.908074107605
DRH49,OUT010,195.59486009402247
FDQ57,OUT046,2333.6060312442387
FDY59,OUT017,1514.4000902062132
FDO09,OUT018,3698.24914653016
NCG30,OUT035,1966.7110883536782
FDM09,OUT017,2681.7433458045925
NCN17,OUT027,2654.1801991743205
NCS42,OUT013,1447.6537329104883
FDD02,OUT019,259.72509046554256
FDE34,OUT013,3400.4629408565697
FDU38,OUT045,3014.837975539556
FDB33,OUT046,2786.627912527135
NCJ29,OUT017,1412.8785899426173
FDZ27,OUT035,812.7277717002077
FDI40,OUT013,1668.654202915158
FDG22,OUT013,599.2262983664938
FDT51,OUT017,1859.7840818001255
FDF20,OUT018,2802.475468135861
FDV50,OUT035,1915.6672570133323
FDT02,OUT049,589.7311741851627
DRC49,OUT017,2418.2977925466284
FDF26,OUT049,2483.7247014246504
FDV52,OUT035,2184.037618432759
FDX59,OUT049,572.8680881510945
FDV25,OUT035,3880.357854489287
FDW23,OUT027,959.0025476331764
FDE53,OUT018,1560.0076282319626
FDA19,OUT017,2102.7883663192906
FDH22,OUT046,2153.2850082063255
NCO41,OUT013,1633.5790616885522
FDX12,OUT017,4400.434658819902
FDF17,OUT013,3259.0862685369348
FDS11,OUT045,3550.9178361306112
FDR51,OUT035,2537.550805481653
FDT49,OUT010,276.1057696293482
FDC56,OUT013,2015.5716629223348
FDR13,OUT027,3200.47942211472
FDQ60,OUT035,1984.1170779861998
FDN38,OUT049,4334.409967571786
NCL29,OUT013,2741.0020014967313
FDO13,OUT027,4180.581402722555
FDE26,OUT018,2106.7627907930114
FDA31,OUT010,466.5664306547489
FDX14,OUT035,1244.8130091305443
FDA34,OUT045,2846.1065938969505
FDF26,OUT013,2388.838740859036
FDE38,OUT045,2551.8648633341422
DRI11,OUT046,1982.710426627451
FDQ60,OUT027,3128.145488991595
FDL21,OUT027,1006.2339811868966
DRC12,OUT027,4972.044322547924
FDC47,OUT046,3619.567298526199
FDE57,OUT045,2203.0319074839763
FDT14,OUT045,1852.8441591527492
NCZ53,OUT046,3114.067187598085
FDE28,OUT018,3603.8101768733272
FDR19,OUT035,2358.8627516822517
NCF54,OUT019,411.80364962818965
FDZ08,OUT046,1358.4727005732536
NCJ05,OUT018,2124.1777431767036
FDF59,OUT046,1937.8828113933428
NCO05,OUT035,1694.681433007539
FDW24,OUT018,667.5047107829951
NCX42,OUT018,2375.4265266142766
NCA53,OUT035,745.4074253611641
FDI45,OUT019,429.7054565675843
FDG46,OUT046,1990.7131695159592
FDM20,OUT010,616.050156242379
FDW11,OUT010,151.23831248886208
FDX08,OUT035,2979.504490316582
NCK17,OUT035,655.7950168604624
FDK32,OUT018,2149.5038099274207
NCA42,OUT035,2681.21863305394
DRI01,OUT035,2954.893345752328
NCL55,OUT049,4315.677019578759
DRE25,OUT018,1255.6903741606552
FDD14,OUT017,3255.347447151898
FDB10,OUT046,3988.682667628709
DRN11,OUT035,2429.888533974982
FDP38,OUT018,723.0324578799679
NCA30,OUT017,3228.9545727169216
FDT15,OUT017,3276.176367119162
NCP55,OUT018,777.9777370721906
FDF12,OUT035,2488.0799470971574
FDM21,OUT018,3567.741121760357
FDX56,OUT035,3309.824573177045
FDF10,OUT017,2506.6389797352886
FDT32,OUT045,2964.0542551883705
FDM51,OUT018,1417.160212468926
NCR50,OUT018,2061.7827305833557
FDI19,OUT049,3857.2355052324374
FDX21,OUT017,1793.6588547893455
FDR31,OUT035,2415.171061844463
FDY02,OUT013,4202.138667663041
NCA29,OUT045,2664.675047511285
NCX17,OUT046,3716.7351686136926
FDM12,OUT045,2879.37696284412
FDI53,OUT027,4353.110578445988
NCU30,OUT049,2636.7527379119974
FDC56,OUT027,3415.6993433089388
FDK27,OUT018,1812.4385017863035
NCK18,OUT017,2782.972518423582
FDB52,OUT019,592.286385862036
DRG25,OUT027,5157.3465006991855
FDZ13,OUT049,834.1001010696339
FDB57,OUT019,558.3406872269762
FDR40,OUT046,1406.812656248478
NCO14,OUT019,107.71485039221902
NCN19,OUT045,3000.591595684042
FDQ28,OUT019,371.3738600789955
FDO13,OUT018,2295.341445645984
FDK48,OUT013,1190.8425242169824
FDU07,OUT018,2223.263221691982
FDW20,OUT046,1943.4123678297233
FDV12,OUT010,240.32579828723888
FDH24,OUT013,2706.593309007235
FDV59,OUT049,3592.962992477911
FDK57,OUT045,1961.6000531685772
FDL16,OUT027,1215.9418153372487
NCQ17,OUT046,2495.440004314124
FDJ15,OUT018,2564.6437072866042
FDX24,OUT049,1570.7303819995243
FDT47,OUT046,1712.9723152207814
FDT10,OUT049,991.3163215756131
FDZ37,OUT018,1219.9957440527385
FDW43,OUT027,6320.875837815724
DRN36,OUT017,1544.005726190559
FDJ14,OUT045,1344.0937368793147
FDA32,OUT013,3593.725706942907
FDJ38,OUT019,468.60150486895327
FDQ57,OUT017,2349.585735018396
NCQ41,OUT019,475.4981866060745
FDG56,OUT049,1004.6489607444097
DRC13,OUT027,3407.9803005766976
FDV55,OUT035,2289.269546508498
FDQ49,OUT045,2338.5610721637013
FDE29,OUT010,151.60981884386052
FDR03,OUT013,3286.519309882426
FDD45,OUT049,1500.9275529982
FDN38,OUT010,662.4077583648557
FDT56,OUT046,1021.8050200623768
FDT48,OUT045,3026.0567089207375
FDU03,OUT049,2983.5739887827576
FDC56,OUT010,303.02595491668154
NCO43,OUT027,2488.399744881915
FDQ27,OUT017,1780.025423777744
FDR03,OUT046,3296.859829603446
DRH23,OUT010,140.40534196378007
FDG22,OUT045,616.0561719705933
NCJ42,OUT013,1682.0669279004924
FDR24,OUT046,1479.85532240209
FDW60,OUT035,2865.305765957556
FDJ08,OUT013,3106.415296342363
DRL59,OUT018,639.2615826953022
FDG60,OUT010,557.1620124294565
FDW27,OUT017,2583.53746548991
FDX14,OUT018,1039.1614939533838
FDC20,OUT013,829.6339169932842
NCS29,OUT018,3399.971560951498
FDJ56,OUT046,1646.166829816156
FDB20,OUT019,198.0152943392049
FDL28,OUT027,5956.036800696709
FDW01,OUT018,2073.626253325971
FDL03,OUT046,3045.311071665922
FDX22,OUT049,3473.2910011261097
FDJ21,OUT035,2446.7261992394583
FDR31,OUT045,2419.367666148835
FDG21,OUT035,2583.528130603113
FDS22,OUT027,1038.401209966591
FDK08,OUT035,1589.3529059475127
FDE17,OUT018,1972.8044050601857
NCN30,OUT017,1517.9610886061994
FDT50,OUT046,1600.017318124164
NCX42,OUT049,2517.945779854581
FDJ12,OUT035,3603.108643993667
NCA18,OUT027,3108.8067351862005
FDP23,OUT019,503.9214723422212
FDX12,OUT013,4089.539097953694
FDN40,OUT018,2210.141933906106
FDV48,OUT035,1289.9567828975926
NCY54,OUT013,2749.9385209633247
FDL16,OUT010,114.11025686679454
FDR45,OUT018,3230.5946012099344
FDJ52,OUT046,2596.8594727621376
DRG01,OUT017,1254.5621535653502
FDP52,OUT013,3984.4157667683444
FDU58,OUT017,3062.0986938852084
FDL02,OUT045,1729.3011142057353
FDG28,OUT013,4125.867987676918
FDA19,OUT035,2124.0697090876192
FDW46,OUT027,1816.9792961285123
NCD43,OUT049,1693.8013130209401
DRG39,OUT013,830.8722076551909
NCF55,OUT049,603.5849824986147
FDJ07,OUT046,1983.4004672933304
FDE08,OUT046,2362.5287049381905
FDP56,OUT019,122.01207187732291
FDT45,OUT045,828.1378422261932
FDF17,OUT018,2807.962053869552
FDX44,OUT046,1447.8278825539617
FDM28,OUT027,4886.628223497284
FDI36,OUT049,3319.265520531816
FDS07,OUT045,1795.45545806728
FDD36,OUT045,1793.9922811563579
FDW11,OUT046,967.8929189354088
FDN40,OUT049,2503.514397005969
NCQ18,OUT049,1679.5006981410716
NCQ54,OUT017,3003.2510089275575
NCS42,OUT045,1501.8971268283785
DRH39,OUT010,183.3214252736975
FDC09,OUT027,2703.6078624990087
FDT08,OUT010,388.16062228464614
FDC08,OUT035,3779.5139527540205
FDT20,OUT017,596.0625583560663
FDS35,OUT035,1021.677329323837
FDX58,OUT018,2517.3679973618864
FDW58,OUT046,1740.3986346573279
DRD27,OUT046,1673.557212577077
FDH32,OUT019,246.97087961104017
FDS26,OUT035,4357.93342309514
FDQ31,OUT046,1479.1167070125323
FDP11,OUT018,3097.882477516594
FDD58,OUT017,1715.3846336455608
FDM33,OUT045,3550.8339792819993
FDZ16,OUT049,3265.579917812013
NCS29,OUT010,663.3224682206321
NCM18,OUT019,151.84415718573555
FDP11,OUT049,3383.4141947882076
NCC42,OUT017,2240.8246096648027
DRM23,OUT046,2874.7690246012453
NCN55,OUT027,5967.402906034971
FDK46,OUT013,4465.2079058052905
FDR01,OUT046,3287.907570420068
NCA05,OUT045,2223.523172010041
NCP43,OUT017,2977.541897728
FDR12,OUT010,441.5597579069566
FDQ01,OUT013,4167.27646967361
FDM13,OUT046,2174.084151245984
FDQ19,OUT017,4002.771281103344
FDK56,OUT019,455.9031344308869
NCX06,OUT010,475.85979483724503
FDO56,OUT027,3279.5361447897412
FDU45,OUT045,1741.819744618261
FDI16,OUT019,143.2991131698963
FDL32,OUT046,1974.9794070583569
FDA07,OUT046,1971.4599396516728
FDA14,OUT045,2427.1367906120636
FDV46,OUT027,3674.1139947213
NCO07,OUT035,3387.5670755084248
NCP41,OUT046,1765.5962899428275
FDY60,OUT018,2029.2162054426176
FDN38,OUT017,4181.288999006205
FDO15,OUT046,1155.4379098948834
FDT60,OUT013,1936.5203291950784
FDA55,OUT035,3815.0966407729675
FDE02,OUT010,250.13407914394216
DRJ39,OUT049,3760.091894085964
FDV34,OUT035,1242.9249673276943
FDS20,OUT027,5047.170174678055
FDF02,OUT027,2624.1989040707167
FDW40,OUT017,2517.84860100839
NCB43,OUT046,2932.2575450461945
FDR58,OUT017,1493.4519032399335
DRJ59,OUT035,639.4236482226804
NCD30,OUT017,1656.3782040650326
FDE14,OUT017,1551.3074173699715
FDC28,OUT018,1509.5647175259799
FDU16,OUT018,1204.040303177185
NCD19,OUT035,901.576400422817
FDU21,OUT046,601.643013499456
FDV59,OUT027,5983.425567911173
FDU03,OUT045,2820.11638327642
FDC33,OUT010,491.18117311964227
NCR42,OUT035,559.0569010725501
DRH59,OUT035,1212.9129606559104
NCM31,OUT035,2425.4622120131853
FDS50,OUT035,3613.281101527208
FDP39,OUT046,814.5527873234477
FDQ55,OUT013,1999.8693474233878
FDV36,OUT019,278.9712991476364
FDI05,OUT027,2095.3823769878445
FDS45,OUT027,2818.437055424594
FDA39,OUT045,586.6619381719623
FDC37,OUT010,280.7771907554914
FDJ60,OUT027,4351.329173456112
DRQ35,OUT046,2033.580501572423
NCJ06,OUT046,1887.2649800405247
NCY42,OUT018,2064.7229405008857
DRM37,OUT049,3391.7269584140217
FDR14,OUT045,774.5118358172255
FDE51,OUT049,684.1178867300908
FDT33,OUT017,2652.024384283662
FDR08,OUT013,1788.1847713705956
FDE36,OUT010,451.60777670246114
FDL22,OUT019,223.46294075625966
FDR44,OUT013,2132.6163292654055
FDI56,OUT019,208.85863940047255
FDE47,OUT010,322.1661423211041
FDV27,OUT010,221.55171328322277
FDV10,OUT049,707.6159231103686
FDC40,OUT045,1250.4083392311143
NCX41,OUT013,3483.999416814759
NCQ38,OUT027,2712.2359645871884
FDV12,OUT027,2585.985773420764
FDE52,OUT017,1568.6830633516615
FDG20,OUT027,4858.097935467804
FDV16,OUT027,922.0620794922619
FDI32,OUT017,2032.824895822801
FDJ32,OUT049,949.5674399252493
FDN39,OUT018,2265.357732304811
FDY34,OUT017,2853.5905318612317
FDC14,OUT035,649.4449259623213
FDA55,OUT017,3830.2541709015436
FDZ50,OUT010,448.9568904332871
DRG13,OUT049,2783.4598370768563
FDP01,OUT013,2509.8033339811363
NCG54,OUT017,2995.625877672398
FDM13,OUT045,1980.2461984586735
NCO18,OUT027,4600.758860280202
NCW41,OUT013,2699.9024296104603
FDM52,OUT027,3826.1293465391523
NCF55,OUT035,610.7421756745204
FDT09,OUT046,2158.825744660523
NCM19,OUT035,1916.151027540605
FDW12,OUT018,1978.1188557901853
FDP15,OUT019,682.707416077595
FDK36,OUT045,763.1833892937112
FDZ25,OUT035,2849.5235654894223
NCW06,OUT049,3110.2888145646343
FDW60,OUT046,2893.3964198091594
DRC49,OUT013,2318.2447720772893
NCT17,OUT035,3272.4063883180024
NCN06,OUT018,2252.4765700611097
FDC45,OUT013,2748.0391919518747
DRJ47,OUT019,440.25039324534646
NCF06,OUT045,4105.013104172374
FDE21,OUT010,323.82490262247666
DRG27,OUT013,662.0048280512594
FDW40,OUT049,2480.121647654928
NCO53,OUT046,3092.96510627006
FDE23,OUT049,752.5851079506999
FDQ16,OUT046,1809.925295970988
FDS26,OUT045,3842.6106103839084
FDZ13,OUT010,122.57024000017846
FDS14,OUT049,2465.3104537647514
FDC10,OUT045,1708.5005052206202
FDY16,OUT049,3048.2014244667853
FDJ20,OUT035,2053.1538096667255
FDV43,OUT035,700.9336570276516
FDZ32,OUT027,2998.6423939297865
FDR23,OUT046,2771.3275529397224
FDN24,OUT035,853.7490845217137
FDE34,OUT027,5139.937292429468
FDU31,OUT013,3571.44778474844
FDW33,OUT018,1619.8409831458428
FDU26,OUT046,1820.462991348059
FDE20,OUT027,4678.8718822895735
NCW05,OUT035,1730.5021036108042
FDB22,OUT018,2159.5158469018065
FDO56,OUT046,1862.7340315586976
FDA19,OUT027,3432.227802517534
DRI39,OUT045,911.0636672562887
FDH52,OUT018,854.7383565450164
FDZ50,OUT035,3155.8715406442852
NCN42,OUT035,2608.5388815903275
FDB53,OUT013,2655.1690730820765
DRG11,OUT017,1859.5240289959816
DRK11,OUT027,3886.8854192379126
FDQ60,OUT017,1980.275857139234
FDT36,OUT017,594.055529404585
DRG25,OUT018,2640.842350505575
DRJ23,OUT046,3126.7793376113477
FDG05,OUT035,2621.9014340013036
NCK06,OUT018,1846.141013890888
FDU52,OUT017,2515.6305482241755
FDW07,OUT018,1238.274970004489
NCM17,OUT045,735.335510171182
FDA22,OUT045,2587.021739605317
NCA41,OUT018,2852.6941919259066
FDF38,OUT035,655.9533549859093
FDH52,OUT046,1043.0082137218806
FDY58,OUT019,539.6017256606502
FDZ16,OUT045,3251.4068437261976
NCM18,OUT017,1062.9449893251226
FDA22,OUT018,2252.4662562724557
NCJ43,OUT035,2751.4503839614254
FDI34,OUT027,6156.956364235821
FDG56,OUT046,1052.2648286684478
FDS34,OUT046,1826.1924730803264
DRC01,OUT035,886.6366258784608
FDQ04,OUT035,688.882620143607
FDK04,OUT035,919.2523352660841
FDT51,OUT049,1789.5375905533951
FDV26,OUT017,3233.3115257505247
FDS04,OUT049,2297.669161562798
FDW43,OUT018,3212.373822369065
FDQ28,OUT010,361.69987453572355
NCK06,OUT017,2087.8534651298683
FDS23,OUT018,1807.0156944295504
FDZ36,OUT019,433.2006951127044
FDE56,OUT018,853.8754075175742
FDW10,OUT027,4555.644086359047
NCN14,OUT045,2771.4280438041587
NCQ18,OUT045,1602.9578837856252
FDW08,OUT017,1771.8554647116478
FDU43,OUT035,4124.996008577056
FDR33,OUT010,319.82118558243184
FDM24,OUT010,369.5731317066364
NCZ05,OUT046,1587.9608018257336
NCV41,OUT035,1917.061378992678
FDV11,OUT018,2523.2608653956972
NCY05,OUT035,666.7373101047343
FDV44,OUT018,2681.4657241924824
FDW32,OUT049,1336.4324235220367
NCU18,OUT027,3675.045640945883
NCC43,OUT035,4104.606661267027
FDW19,OUT013,1747.4824483276939
FDN31,OUT035,3031.257097259542
FDI48,OUT045,783.4112711646791
FDS24,OUT017,1488.6260296706469
FDF46,OUT049,1850.164179882903
DRG23,OUT017,2322.471901752155
FDG14,OUT018,2186.5898489023393
NCY30,OUT049,3151.4855453706346
FDO28,OUT018,1781.1212805150305
DRD24,OUT035,2359.4836233555397
FDI33,OUT049,1537.3725485078758
FDN32,OUT046,3177.1320189696667
FDR16,OUT045,3421.9023356507123
FDF26,OUT046,2404.5256470219983
NCN29,OUT018,683.6862883820838
FDE20,OUT045,2797.367126399652
FDA46,OUT046,3166.204184246485
FDU28,OUT045,3001.8496445420333
FDQ48,OUT045,1514.8915654622522
FDV36,OUT013,1988.8452980929892
FDR14,OUT018,683.8968838835169
FDP23,OUT017,3511.8615125245437
FDP56,OUT013,817.0133700305444
FDK48,OUT010,192.68820574081207
FDR48,OUT046,2458.2320045512124
NCY29,OUT049,962.809149247397
FDM22,OUT018,732.7953053706772
DRJ01,OUT013,2503.2724173484685
FDZ43,OUT045,3932.636401589423
FDV03,OUT035,2427.9507772999477
FDX11,OUT027,5160.539016760698
NCA41,OUT027,5074.822287466775
FDE38,OUT017,2682.697052146431
FDI27,OUT018,700.3874041534324
FDN32,OUT013,3041.4139780654264
NCN43,OUT017,2084.258048672692
FDB47,OUT027,5468.134178228375
FDV03,OUT017,2473.783800788049
NCN30,OUT045,1476.6768093016913
NCV54,OUT010,324.413309801016
FDV07,OUT013,1725.602708605725
FDP07,OUT049,3182.8273868212386
FDK48,OUT018,1022.6143393980104
FDM15,OUT019,385.74747874330495
FDY19,OUT027,3167.4297402745997
FDK46,OUT046,4362.41614878467
FDY11,OUT045,1000.6030999142633
FDH09,OUT046,817.1549884986409
FDO08,OUT027,4594.144480544469
FDU14,OUT013,4008.633379255488
FDD22,OUT027,2949.1320794880476
FDM27,OUT017,2662.655252361588
FDL02,OUT027,2818.6764164293795
NCA17,OUT035,2469.8806317573317
FDE38,OUT019,407.5850719649829
NCG07,OUT049,3189.7360428918605
DRC27,OUT013,4096.599278059733
FDA27,OUT035,4345.40408117628
